Audiofile,start,end,class
S01_U04.CH4.wav,31.48,34.1199375,background
S01_U04.CH4.wav,33.96,34.3199375,foreground
S01_U04.CH4.wav,34.16,35.4399375,background
S01_U04.CH4.wav,35.28,35.6399375,foreground
S01_U04.CH4.wav,35.48,36.1999375,background
S01_U04.CH4.wav,36.04,36.2799375,foreground
S01_U04.CH4.wav,36.12,36.3199375,background
S01_U04.CH4.wav,36.16,36.3599375,foreground
S01_U04.CH4.wav,36.2,38.4399375,background
S01_U04.CH4.wav,38.28,38.5199375,foreground
S01_U04.CH4.wav,38.36,38.6399375,background
S01_U04.CH4.wav,38.48,38.6799375,foreground
S01_U04.CH4.wav,38.52,38.9599375,background
S01_U04.CH4.wav,38.8,38.9999375,foreground
S01_U04.CH4.wav,38.84,39.0399375,background
S01_U04.CH4.wav,38.88,39.0799375,foreground
S01_U04.CH4.wav,38.92,39.5599375,background
S01_U04.CH4.wav,39.4,39.5999375,foreground
S01_U04.CH4.wav,39.44,44.2799375,background
S01_U04.CH4.wav,44.12,44.3999375,foreground
S01_U04.CH4.wav,44.24,45.0799375,background
S01_U04.CH4.wav,44.92,45.1599375,foreground
S01_U04.CH4.wav,45,47.1999375,background
S01_U04.CH4.wav,47.04,47.3599375,foreground
S01_U04.CH4.wav,47.2,50.9599375,background
S01_U04.CH4.wav,50.8,51.1199375,foreground
S01_U04.CH4.wav,50.96,51.1599375,background
S01_U04.CH4.wav,51,51.3599375,foreground
S01_U04.CH4.wav,51.2,51.5199375,background
S01_U04.CH4.wav,51.36,51.5599375,foreground
S01_U04.CH4.wav,51.4,53.7599375,background
S01_U04.CH4.wav,53.6,53.8399375,foreground
S01_U04.CH4.wav,53.68,54.8399375,background
S01_U04.CH4.wav,54.68,54.8799375,foreground
S01_U04.CH4.wav,54.72,61.5199375,background
S01_U04.CH4.wav,61.36,61.5999375,foreground
S01_U04.CH4.wav,61.44,61.6399375,background
S01_U04.CH4.wav,61.48,61.6799375,foreground
S01_U04.CH4.wav,61.52,65.9199375,background
S01_U04.CH4.wav,65.76,66.5199375,foreground
S01_U04.CH4.wav,66.36,67.9599375,background
S01_U04.CH4.wav,67.8,68.0399375,foreground
S01_U04.CH4.wav,67.88,69.1199375,background
S01_U04.CH4.wav,68.96,69.1599375,foreground
S01_U04.CH4.wav,69,70.5999375,background
S01_U04.CH4.wav,70.44,70.6399375,foreground
S01_U04.CH4.wav,70.48,70.6799375,background
S01_U04.CH4.wav,70.52,70.7199375,foreground
S01_U04.CH4.wav,70.56,71.7599375,background
S01_U04.CH4.wav,71.6,71.9599375,foreground
S01_U04.CH4.wav,71.8,76.7999375,background
S01_U04.CH4.wav,76.64,76.8399375,foreground
S01_U04.CH4.wav,76.68,77.8799375,background
S01_U04.CH4.wav,77.72,78.0399375,foreground
S01_U04.CH4.wav,77.88,78.8399375,background
S01_U04.CH4.wav,78.68,78.8799375,foreground
S01_U04.CH4.wav,78.72,78.9999375,background
S01_U04.CH4.wav,78.84,79.1199375,foreground
S01_U04.CH4.wav,78.96,79.2399375,background
S01_U04.CH4.wav,79.08,79.3599375,foreground
S01_U04.CH4.wav,79.2,82.5999375,background
S01_U04.CH4.wav,82.44,82.6399375,foreground
S01_U04.CH4.wav,82.48,82.7599375,background
S01_U04.CH4.wav,82.6,82.7999375,foreground
S01_U04.CH4.wav,82.64,83.0399375,background
S01_U04.CH4.wav,82.88,83.2399375,foreground
S01_U04.CH4.wav,83.08,117.2399375,background
S01_U04.CH4.wav,117.08,117.3599375,foreground
S01_U04.CH4.wav,117.2,121.5599375,background
S01_U04.CH4.wav,121.4,121.5999375,foreground
S01_U04.CH4.wav,121.44,126.4399375,background
S01_U04.CH4.wav,126.28,126.5199375,foreground
S01_U04.CH4.wav,126.36,127.7599375,background
S01_U04.CH4.wav,127.6,127.8799375,foreground
S01_U04.CH4.wav,127.72,128.5199375,background
S01_U04.CH4.wav,128.36,128.6399375,foreground
S01_U04.CH4.wav,128.48,128.6799375,background
S01_U04.CH4.wav,128.52,128.7199375,foreground
S01_U04.CH4.wav,128.56,128.8799375,background
S01_U04.CH4.wav,128.72,129.0799375,foreground
S01_U04.CH4.wav,128.92,129.1199375,background
S01_U04.CH4.wav,128.96,129.2799375,foreground
S01_U04.CH4.wav,129.12,129.5999375,background
S01_U04.CH4.wav,129.44,129.7599375,foreground
S01_U04.CH4.wav,129.6,131.1999375,background
S01_U04.CH4.wav,131.04,131.2399375,foreground
S01_U04.CH4.wav,131.08,131.7599375,background
S01_U04.CH4.wav,131.6,132.1199375,foreground
S01_U04.CH4.wav,131.96,132.4399375,background
S01_U04.CH4.wav,132.28,132.6799375,foreground
S01_U04.CH4.wav,132.52,133.3199375,background
S01_U04.CH4.wav,133.16,133.7999375,foreground
S01_U04.CH4.wav,133.64,134.3999375,background
S01_U04.CH4.wav,134.24,134.4399375,foreground
S01_U04.CH4.wav,134.28,134.6799375,background
S01_U04.CH4.wav,134.52,134.7599375,foreground
S01_U04.CH4.wav,134.6,134.7999375,background
S01_U04.CH4.wav,134.64,134.9999375,foreground
S01_U04.CH4.wav,134.84,135.2799375,background
S01_U04.CH4.wav,135.12,135.3599375,foreground
S01_U04.CH4.wav,135.2,135.8399375,background
S01_U04.CH4.wav,135.68,136.5199375,foreground
S01_U04.CH4.wav,136.36,138.7199375,background
S01_U04.CH4.wav,138.56,138.9199375,foreground
S01_U04.CH4.wav,138.76,138.9999375,background
S01_U04.CH4.wav,138.84,139.0799375,foreground
S01_U04.CH4.wav,138.92,139.2399375,background
S01_U04.CH4.wav,139.08,139.4399375,foreground
S01_U04.CH4.wav,139.28,139.5599375,background
S01_U04.CH4.wav,139.4,139.6399375,foreground
S01_U04.CH4.wav,139.48,139.7999375,background
S01_U04.CH4.wav,139.64,140.0399375,foreground
S01_U04.CH4.wav,139.88,140.2799375,background
S01_U04.CH4.wav,140.12,140.3599375,foreground
S01_U04.CH4.wav,140.2,141.6399375,background
S01_U04.CH4.wav,141.48,141.6799375,foreground
S01_U04.CH4.wav,141.52,142.1999375,background
S01_U04.CH4.wav,142.04,142.2799375,foreground
S01_U04.CH4.wav,142.12,142.6799375,background
S01_U04.CH4.wav,142.52,142.7999375,foreground
S01_U04.CH4.wav,142.64,143.7999375,background
S01_U04.CH4.wav,143.64,143.8399375,foreground
S01_U04.CH4.wav,143.68,144.2799375,background
S01_U04.CH4.wav,144.12,144.3999375,foreground
S01_U04.CH4.wav,144.24,144.7599375,background
S01_U04.CH4.wav,144.6,144.9199375,foreground
S01_U04.CH4.wav,144.76,148.1199375,background
S01_U04.CH4.wav,147.96,148.1599375,foreground
S01_U04.CH4.wav,148,182.9199375,background
S01_U04.CH4.wav,182.76,182.9999375,foreground
S01_U04.CH4.wav,182.84,191.9999375,background
S01_U04.CH4.wav,191.84,192.1199375,foreground
S01_U04.CH4.wav,191.96,201.3199375,background
S01_U04.CH4.wav,201.16,201.4799375,foreground
S01_U04.CH4.wav,201.32,213.1999375,background
S01_U04.CH4.wav,213.04,213.3999375,foreground
S01_U04.CH4.wav,213.24,214.2399375,background
S01_U04.CH4.wav,214.08,214.3999375,foreground
S01_U04.CH4.wav,214.24,216.4799375,background
S01_U04.CH4.wav,216.32,216.5999375,foreground
S01_U04.CH4.wav,216.44,217.3999375,background
S01_U04.CH4.wav,217.24,217.4399375,foreground
S01_U04.CH4.wav,217.28,217.7999375,background
S01_U04.CH4.wav,217.64,218.0399375,foreground
S01_U04.CH4.wav,217.88,218.0799375,background
S01_U04.CH4.wav,217.92,218.1199375,foreground
S01_U04.CH4.wav,217.96,218.4399375,background
S01_U04.CH4.wav,218.28,218.4799375,foreground
S01_U04.CH4.wav,218.32,219.3199375,background
S01_U04.CH4.wav,219.16,219.3599375,foreground
S01_U04.CH4.wav,219.2,219.4799375,background
S01_U04.CH4.wav,219.32,219.7199375,foreground
S01_U04.CH4.wav,219.56,220.4799375,background
S01_U04.CH4.wav,220.32,220.5599375,foreground
S01_U04.CH4.wav,220.4,220.8399375,background
S01_U04.CH4.wav,220.68,220.8799375,foreground
S01_U04.CH4.wav,220.72,221.6399375,background
S01_U04.CH4.wav,221.48,221.8399375,foreground
S01_U04.CH4.wav,221.68,221.8799375,background
S01_U04.CH4.wav,221.72,222.0399375,foreground
S01_U04.CH4.wav,221.88,223.3999375,background
S01_U04.CH4.wav,223.24,223.4799375,foreground
S01_U04.CH4.wav,223.32,223.5199375,background
S01_U04.CH4.wav,223.36,223.5599375,foreground
S01_U04.CH4.wav,223.4,243.7199375,background
S01_U04.CH4.wav,243.56,243.7599375,foreground
S01_U04.CH4.wav,243.6,247.1999375,background
S01_U04.CH4.wav,247.04,247.2399375,foreground
S01_U04.CH4.wav,247.08,249.5199375,background
S01_U04.CH4.wav,249.36,249.6799375,foreground
S01_U04.CH4.wav,249.52,250.7599375,background
S01_U04.CH4.wav,250.6,250.9599375,foreground
S01_U04.CH4.wav,250.8,252.5999375,background
S01_U04.CH4.wav,252.44,252.8399375,foreground
S01_U04.CH4.wav,252.68,253.1999375,background
S01_U04.CH4.wav,253.04,253.2799375,foreground
S01_U04.CH4.wav,253.12,253.6399375,background
S01_U04.CH4.wav,253.48,253.7199375,foreground
S01_U04.CH4.wav,253.56,253.8799375,background
S01_U04.CH4.wav,253.72,254.0399375,foreground
S01_U04.CH4.wav,253.88,254.2399375,background
S01_U04.CH4.wav,254.08,254.3999375,foreground
S01_U04.CH4.wav,254.24,254.6399375,background
S01_U04.CH4.wav,254.48,254.7199375,foreground
S01_U04.CH4.wav,254.56,254.7599375,background
S01_U04.CH4.wav,254.6,254.9599375,foreground
S01_U04.CH4.wav,254.8,255.8799375,background
S01_U04.CH4.wav,255.72,255.9599375,foreground
S01_U04.CH4.wav,255.8,256.2799375,background
S01_U04.CH4.wav,256.12,256.3199375,foreground
S01_U04.CH4.wav,256.16,257.5599375,background
S01_U04.CH4.wav,257.4,257.7599375,foreground
S01_U04.CH4.wav,257.6,258.2399375,background
S01_U04.CH4.wav,258.08,258.4399375,foreground
S01_U04.CH4.wav,258.28,258.6399375,background
S01_U04.CH4.wav,258.48,258.7599375,foreground
S01_U04.CH4.wav,258.6,260.1199375,background
S01_U04.CH4.wav,259.96,260.1599375,foreground
S01_U04.CH4.wav,260,260.1999375,background
S01_U04.CH4.wav,260.04,260.3599375,foreground
S01_U04.CH4.wav,260.2,261.5199375,background
S01_U04.CH4.wav,261.36,261.5999375,foreground
S01_U04.CH4.wav,261.44,261.6399375,background
S01_U04.CH4.wav,261.48,261.7199375,foreground
S01_U04.CH4.wav,261.56,263.7199375,background
S01_U04.CH4.wav,263.56,263.7599375,foreground
S01_U04.CH4.wav,263.6,265.3999375,background
S01_U04.CH4.wav,265.24,265.5599375,foreground
S01_U04.CH4.wav,265.4,266.4799375,background
S01_U04.CH4.wav,266.32,266.5599375,foreground
S01_U04.CH4.wav,266.4,268.1199375,background
S01_U04.CH4.wav,267.96,268.2399375,foreground
S01_U04.CH4.wav,268.08,268.9199375,background
S01_U04.CH4.wav,268.76,269.0399375,foreground
S01_U04.CH4.wav,268.88,270.5199375,background
S01_U04.CH4.wav,270.36,270.6799375,foreground
S01_U04.CH4.wav,270.52,271.2399375,background
S01_U04.CH4.wav,271.08,271.4399375,foreground
S01_U04.CH4.wav,271.28,272.7599375,background
S01_U04.CH4.wav,272.6,272.7999375,foreground
S01_U04.CH4.wav,272.64,276.0799375,background
S01_U04.CH4.wav,275.92,276.2399375,foreground
S01_U04.CH4.wav,276.08,276.6399375,background
S01_U04.CH4.wav,276.48,276.7199375,foreground
S01_U04.CH4.wav,276.56,277.1199375,background
S01_U04.CH4.wav,276.96,277.1599375,foreground
S01_U04.CH4.wav,277,277.8799375,background
S01_U04.CH4.wav,277.72,277.9199375,foreground
S01_U04.CH4.wav,277.76,278.2799375,background
S01_U04.CH4.wav,278.12,278.3599375,foreground
S01_U04.CH4.wav,278.2,279.3199375,background
S01_U04.CH4.wav,279.16,279.3599375,foreground
S01_U04.CH4.wav,279.2,282.9999375,background
S01_U04.CH4.wav,282.84,283.1999375,foreground
S01_U04.CH4.wav,283.04,283.7999375,background
S01_U04.CH4.wav,283.64,284.0399375,foreground
S01_U04.CH4.wav,283.88,284.3999375,background
S01_U04.CH4.wav,284.24,284.6799375,foreground
S01_U04.CH4.wav,284.52,284.8399375,background
S01_U04.CH4.wav,284.68,285.1199375,foreground
S01_U04.CH4.wav,284.96,286.3199375,background
S01_U04.CH4.wav,286.16,286.6799375,foreground
S01_U04.CH4.wav,286.52,287.7999375,background
S01_U04.CH4.wav,287.64,287.9199375,foreground
S01_U04.CH4.wav,287.76,288.2399375,background
S01_U04.CH4.wav,288.08,288.5199375,foreground
S01_U04.CH4.wav,288.36,289.5599375,background
S01_U04.CH4.wav,289.4,289.6399375,foreground
S01_U04.CH4.wav,289.48,289.7599375,background
S01_U04.CH4.wav,289.6,290.2799375,foreground
S01_U04.CH4.wav,290.12,291.3999375,background
S01_U04.CH4.wav,291.24,291.9599375,foreground
S01_U04.CH4.wav,291.8,292.1599375,background
S01_U04.CH4.wav,292,292.2799375,foreground
S01_U04.CH4.wav,292.12,292.8399375,background
S01_U04.CH4.wav,292.68,292.8799375,foreground
S01_U04.CH4.wav,292.72,293.1999375,background
S01_U04.CH4.wav,293.04,293.2799375,foreground
S01_U04.CH4.wav,293.12,293.8399375,background
S01_U04.CH4.wav,293.68,293.8799375,foreground
S01_U04.CH4.wav,293.72,294.1199375,background
S01_U04.CH4.wav,293.96,294.2399375,foreground
S01_U04.CH4.wav,294.08,294.3599375,background
S01_U04.CH4.wav,294.2,294.3999375,foreground
S01_U04.CH4.wav,294.24,294.4399375,background
S01_U04.CH4.wav,294.28,294.6399375,foreground
S01_U04.CH4.wav,294.48,294.6799375,background
S01_U04.CH4.wav,294.52,294.7599375,foreground
S01_U04.CH4.wav,294.6,296.6399375,background
S01_U04.CH4.wav,296.48,296.7199375,foreground
S01_U04.CH4.wav,296.56,296.8799375,background
S01_U04.CH4.wav,296.72,296.9199375,foreground
S01_U04.CH4.wav,296.76,297.1199375,background
S01_U04.CH4.wav,296.96,297.3199375,foreground
S01_U04.CH4.wav,297.16,297.9199375,background
S01_U04.CH4.wav,297.76,297.9599375,foreground
S01_U04.CH4.wav,297.8,299.0799375,background
S01_U04.CH4.wav,298.92,299.7999375,foreground
S01_U04.CH4.wav,299.64,299.9999375,background
S01_U04.CH4.wav,299.84,300.0799375,foreground
S01_U04.CH4.wav,299.92,301.6399375,background
S01_U04.CH4.wav,301.48,301.7999375,foreground
S01_U04.CH4.wav,301.64,306.2799375,background
S01_U04.CH4.wav,306.12,306.3199375,foreground
S01_U04.CH4.wav,306.16,306.5999375,background
S01_U04.CH4.wav,306.44,306.8799375,foreground
S01_U04.CH4.wav,306.72,311.8399375,background
S01_U04.CH4.wav,311.68,311.9599375,foreground
S01_U04.CH4.wav,311.8,320.1599375,background
S01_U04.CH4.wav,320,320.1999375,foreground
S01_U04.CH4.wav,320.04,327.3599375,background
S01_U04.CH4.wav,327.2,327.5199375,foreground
S01_U04.CH4.wav,327.36,334.1999375,background
S01_U04.CH4.wav,334.04,334.3599375,foreground
S01_U04.CH4.wav,334.2,340.5599375,background
S01_U04.CH4.wav,340.4,340.5999375,foreground
S01_U04.CH4.wav,340.44,341.7599375,background
S01_U04.CH4.wav,341.6,341.8799375,foreground
S01_U04.CH4.wav,341.72,345.0799375,background
S01_U04.CH4.wav,344.92,345.2799375,foreground
S01_U04.CH4.wav,345.12,345.8799375,background
S01_U04.CH4.wav,345.72,345.9599375,foreground
S01_U04.CH4.wav,345.8,346.1999375,background
S01_U04.CH4.wav,346.04,346.4799375,foreground
S01_U04.CH4.wav,346.32,348.4399375,background
S01_U04.CH4.wav,348.28,348.4799375,foreground
S01_U04.CH4.wav,348.32,348.9199375,background
S01_U04.CH4.wav,348.76,348.9999375,foreground
S01_U04.CH4.wav,348.84,349.0799375,background
S01_U04.CH4.wav,348.92,349.3199375,foreground
S01_U04.CH4.wav,349.16,349.5199375,background
S01_U04.CH4.wav,349.36,349.6799375,foreground
S01_U04.CH4.wav,349.52,349.9199375,background
S01_U04.CH4.wav,349.76,350.1599375,foreground
S01_U04.CH4.wav,350,350.3199375,background
S01_U04.CH4.wav,350.16,350.5599375,foreground
S01_U04.CH4.wav,350.4,351.5999375,background
S01_U04.CH4.wav,351.44,352.0799375,foreground
S01_U04.CH4.wav,351.92,355.6799375,background
S01_U04.CH4.wav,355.52,355.7999375,foreground
S01_U04.CH4.wav,355.64,355.8399375,background
S01_U04.CH4.wav,355.68,355.9199375,foreground
S01_U04.CH4.wav,355.76,356.5599375,background
S01_U04.CH4.wav,356.4,356.5999375,foreground
S01_U04.CH4.wav,356.44,357.7999375,background
S01_U04.CH4.wav,357.64,358.0399375,foreground
S01_U04.CH4.wav,357.88,358.0799375,background
S01_U04.CH4.wav,357.92,358.1199375,foreground
S01_U04.CH4.wav,357.96,358.5999375,background
S01_U04.CH4.wav,358.44,358.7199375,foreground
S01_U04.CH4.wav,358.56,359.3999375,background
S01_U04.CH4.wav,359.24,359.4799375,foreground
S01_U04.CH4.wav,359.32,359.6399375,background
S01_U04.CH4.wav,359.48,359.7199375,foreground
S01_U04.CH4.wav,359.56,359.9199375,background
S01_U04.CH4.wav,359.76,360.0399375,foreground
S01_U04.CH4.wav,359.88,360.1199375,background
S01_U04.CH4.wav,359.96,360.1599375,foreground
S01_U04.CH4.wav,360,360.6399375,background
S01_U04.CH4.wav,360.48,360.6799375,foreground
S01_U04.CH4.wav,360.52,360.7599375,background
S01_U04.CH4.wav,360.6,360.9199375,foreground
S01_U04.CH4.wav,360.76,361.0799375,background
S01_U04.CH4.wav,360.92,361.1599375,foreground
S01_U04.CH4.wav,361,362.7199375,background
S01_U04.CH4.wav,362.56,362.7999375,foreground
S01_U04.CH4.wav,362.64,362.8399375,background
S01_U04.CH4.wav,362.68,362.9199375,foreground
S01_U04.CH4.wav,362.76,365.7199375,background
S01_U04.CH4.wav,365.56,366.2799375,foreground
S01_U04.CH4.wav,366.12,367.0399375,background
S01_U04.CH4.wav,366.88,367.1599375,foreground
S01_U04.CH4.wav,367,368.0399375,background
S01_U04.CH4.wav,367.88,368.2399375,foreground
S01_U04.CH4.wav,368.08,371.9199375,background
S01_U04.CH4.wav,371.76,371.9999375,foreground
S01_U04.CH4.wav,371.84,374.0399375,background
S01_U04.CH4.wav,373.88,374.1199375,foreground
S01_U04.CH4.wav,373.96,374.3999375,background
S01_U04.CH4.wav,374.24,374.4399375,foreground
S01_U04.CH4.wav,374.28,376.3199375,background
S01_U04.CH4.wav,376.16,376.3599375,foreground
S01_U04.CH4.wav,376.2,378.3999375,background
S01_U04.CH4.wav,378.24,378.4799375,foreground
S01_U04.CH4.wav,378.32,378.8799375,background
S01_U04.CH4.wav,378.72,379.0399375,foreground
S01_U04.CH4.wav,378.88,379.4799375,background
S01_U04.CH4.wav,379.32,379.7199375,foreground
S01_U04.CH4.wav,379.56,379.9199375,background
S01_U04.CH4.wav,379.76,380.1599375,foreground
S01_U04.CH4.wav,380,380.4399375,background
S01_U04.CH4.wav,380.28,380.5999375,foreground
S01_U04.CH4.wav,380.44,380.6799375,background
S01_U04.CH4.wav,380.52,380.7599375,foreground
S01_U04.CH4.wav,380.6,381.0799375,background
S01_U04.CH4.wav,380.92,381.3599375,foreground
S01_U04.CH4.wav,381.2,382.2399375,background
S01_U04.CH4.wav,382.08,382.2799375,foreground
S01_U04.CH4.wav,382.12,382.3599375,background
S01_U04.CH4.wav,382.2,382.4799375,foreground
S01_U04.CH4.wav,382.32,382.9999375,background
S01_U04.CH4.wav,382.84,383.1599375,foreground
S01_U04.CH4.wav,383,385.9199375,background
S01_U04.CH4.wav,385.76,385.9999375,foreground
S01_U04.CH4.wav,385.84,389.8799375,background
S01_U04.CH4.wav,389.72,390.1599375,foreground
S01_U04.CH4.wav,390,395.2399375,background
S01_U04.CH4.wav,395.08,395.3199375,foreground
S01_U04.CH4.wav,395.16,395.4399375,background
S01_U04.CH4.wav,395.28,395.4799375,foreground
S01_U04.CH4.wav,395.32,395.5999375,background
S01_U04.CH4.wav,395.44,395.9199375,foreground
S01_U04.CH4.wav,395.76,396.1199375,background
S01_U04.CH4.wav,395.96,396.2399375,foreground
S01_U04.CH4.wav,396.08,396.5199375,background
S01_U04.CH4.wav,396.36,396.5599375,foreground
S01_U04.CH4.wav,396.4,396.6799375,background
S01_U04.CH4.wav,396.52,396.7599375,foreground
S01_U04.CH4.wav,396.6,397.7199375,background
S01_U04.CH4.wav,397.56,397.7599375,foreground
S01_U04.CH4.wav,397.6,399.7999375,background
S01_U04.CH4.wav,399.64,399.8399375,foreground
S01_U04.CH4.wav,399.68,399.9199375,background
S01_U04.CH4.wav,399.76,399.9599375,foreground
S01_U04.CH4.wav,399.8,403.5199375,background
S01_U04.CH4.wav,403.36,403.5599375,foreground
S01_U04.CH4.wav,403.4,404.5199375,background
S01_U04.CH4.wav,404.36,404.5599375,foreground
S01_U04.CH4.wav,404.4,404.5999375,background
S01_U04.CH4.wav,404.44,404.6399375,foreground
S01_U04.CH4.wav,404.48,405.6399375,background
S01_U04.CH4.wav,405.48,405.6799375,foreground
S01_U04.CH4.wav,405.52,410.5599375,background
S01_U04.CH4.wav,410.4,410.5999375,foreground
S01_U04.CH4.wav,410.44,410.6799375,background
S01_U04.CH4.wav,410.52,410.8399375,foreground
S01_U04.CH4.wav,410.68,411.8799375,background
S01_U04.CH4.wav,411.72,412.1599375,foreground
S01_U04.CH4.wav,412,415.7999375,background
S01_U04.CH4.wav,415.64,415.9999375,foreground
S01_U04.CH4.wav,415.84,416.2799375,background
S01_U04.CH4.wav,416.12,416.3999375,foreground
S01_U04.CH4.wav,416.24,428.3999375,background
S01_U04.CH4.wav,428.24,428.5999375,foreground
S01_U04.CH4.wav,428.44,428.6799375,background
S01_U04.CH4.wav,428.52,428.7199375,foreground
S01_U04.CH4.wav,428.56,429.2399375,background
S01_U04.CH4.wav,429.08,429.2799375,foreground
S01_U04.CH4.wav,429.12,429.3199375,background
S01_U04.CH4.wav,429.16,429.4799375,foreground
S01_U04.CH4.wav,429.32,430.0399375,background
S01_U04.CH4.wav,429.88,430.0799375,foreground
S01_U04.CH4.wav,429.92,430.7999375,background
S01_U04.CH4.wav,430.64,430.9199375,foreground
S01_U04.CH4.wav,430.76,432.5199375,background
S01_U04.CH4.wav,432.36,432.7199375,foreground
S01_U04.CH4.wav,432.56,433.8399375,background
S01_U04.CH4.wav,433.68,433.9599375,foreground
S01_U04.CH4.wav,433.8,435.5199375,background
S01_U04.CH4.wav,435.36,435.5999375,foreground
S01_U04.CH4.wav,435.44,435.7599375,background
S01_U04.CH4.wav,435.6,435.7999375,foreground
S01_U04.CH4.wav,435.64,435.9199375,background
S01_U04.CH4.wav,435.76,436.1199375,foreground
S01_U04.CH4.wav,435.96,436.2399375,background
S01_U04.CH4.wav,436.08,436.4799375,foreground
S01_U04.CH4.wav,436.32,436.6399375,background
S01_U04.CH4.wav,436.48,436.9599375,foreground
S01_U04.CH4.wav,436.8,437.3199375,background
S01_U04.CH4.wav,437.16,437.5199375,foreground
S01_U04.CH4.wav,437.36,437.5999375,background
S01_U04.CH4.wav,437.44,437.6799375,foreground
S01_U04.CH4.wav,437.52,437.7599375,background
S01_U04.CH4.wav,437.6,437.9199375,foreground
S01_U04.CH4.wav,437.76,438.2399375,background
S01_U04.CH4.wav,438.08,438.3599375,foreground
S01_U04.CH4.wav,438.2,438.5599375,background
S01_U04.CH4.wav,438.4,438.6799375,foreground
S01_U04.CH4.wav,438.52,438.8799375,background
S01_U04.CH4.wav,438.72,438.9999375,foreground
S01_U04.CH4.wav,438.84,445.5599375,background
S01_U04.CH4.wav,445.4,445.5999375,foreground
S01_U04.CH4.wav,445.44,449.3199375,background
S01_U04.CH4.wav,449.16,449.3999375,foreground
S01_U04.CH4.wav,449.24,449.5999375,background
S01_U04.CH4.wav,449.44,449.7199375,foreground
S01_U04.CH4.wav,449.56,450.5199375,background
S01_U04.CH4.wav,450.36,450.6399375,foreground
S01_U04.CH4.wav,450.48,451.4399375,background
S01_U04.CH4.wav,451.28,451.5999375,foreground
S01_U04.CH4.wav,451.44,451.6799375,background
S01_U04.CH4.wav,451.52,451.8399375,foreground
S01_U04.CH4.wav,451.68,451.8799375,background
S01_U04.CH4.wav,451.72,451.9199375,foreground
S01_U04.CH4.wav,451.76,452.0399375,background
S01_U04.CH4.wav,451.88,452.1599375,foreground
S01_U04.CH4.wav,452,452.4799375,background
S01_U04.CH4.wav,452.32,452.6399375,foreground
S01_U04.CH4.wav,452.48,454.1199375,background
S01_U04.CH4.wav,453.96,454.3999375,foreground
S01_U04.CH4.wav,454.24,454.5199375,background
S01_U04.CH4.wav,454.36,454.9199375,foreground
S01_U04.CH4.wav,454.76,455.3599375,background
S01_U04.CH4.wav,455.2,455.4799375,foreground
S01_U04.CH4.wav,455.32,461.4399375,background
S01_U04.CH4.wav,461.28,461.4799375,foreground
S01_U04.CH4.wav,461.32,464.6799375,background
S01_U04.CH4.wav,464.52,464.9199375,foreground
S01_U04.CH4.wav,464.76,465.6399375,background
S01_U04.CH4.wav,465.48,465.8799375,foreground
S01_U04.CH4.wav,465.72,473.7199375,background
S01_U04.CH4.wav,473.56,473.9599375,foreground
S01_U04.CH4.wav,473.8,474.8399375,background
